Time,LD_1/P1,LD_2/P1,LD_4/P1,LD_5/P1,LD_6/P1,LD_7/P1,LD_9/P1,LD_10/P1,LD_11/P1,LD_12/P1,LD_16/P1,LD_17/P1,LD_19/P1,LD_20/P1,LD_22/P1,LD_24/P1,LD_28/P1,LD_29/P1,LD_30/P1,LD_31/P1,LD_32/P1,LD_33/P1,LD_34/P1,LD_35/P1,LD_37/P1,LD_38/P1,LD_39/P1,LD_41/P1,LD_42/P1,LD_43/P1,LD_45/P1,LD_46/P1,LD_47/P1,LD_47/P2,LD_47/P3,LD_48/P1,LD_48/P2,LD_48/P3,LD_49/P1,LD_49/P2,LD_49/P3,LD_50/P1,LD_51/P1,LD_52/P1,LD_53/P1,LD_55/P1,LD_56/P1,LD_58/P1,LD_59/P1,LD_60/P1,LD_62/P1,LD_63/P1,LD_64/P1,LD_65/P1,LD_65/P2,LD_65/P3,LD_66/P1,LD_68/P1,LD_69/P1,LD_70/P1,LD_71/P1,LD_73/P1,LD_74/P1,LD_75/P1,LD_76/P1,LD_76/P2,LD_76/P3,LD_77/P1,LD_79/P1,LD_80/P1,LD_82/P1,LD_83/P1,LD_84/P1,LD_85/P1,LD_86/P1,LD_87/P1,LD_88/P1,LD_90/P1,LD_92/P1,LD_94/P1,LD_95/P1,LD_96/P1,LD_98/P1,LD_99/P1,LD_100/P1,LD_102/P1,LD_103/P1,LD_104/P1,LD_106/P1,LD_107/P1,LD_109/P1,LD_111/P1,LD_112/P1,LD_113/P1,LD_114/P1,LD_1/Q1,LD_2/Q1,LD_4/Q1,LD_5/Q1,LD_6/Q1,LD_7/Q1,LD_9/Q1,LD_10/Q1,LD_11/Q1,LD_12/Q1,LD_16/Q1,LD_17/Q1,LD_19/Q1,LD_20/Q1,LD_22/Q1,LD_24/Q1,LD_28/Q1,LD_29/Q1,LD_30/Q1,LD_31/Q1,LD_32/Q1,LD_33/Q1,LD_34/Q1,LD_35/Q1,LD_37/Q1,LD_38/Q1,LD_39/Q1,LD_41/Q1,LD_42/Q1,LD_43/Q1,LD_45/Q1,LD_46/Q1,LD_47/Q1,LD_47/Q2,LD_47/Q3,LD_48/Q1,LD_48/Q2,LD_48/Q3,LD_49/Q1,LD_49/Q2,LD_49/Q3,LD_50/Q1,LD_51/Q1,LD_52/Q1,LD_53/Q1,LD_55/Q1,LD_56/Q1,LD_58/Q1,LD_59/Q1,LD_60/Q1,LD_62/Q1,LD_63/Q1,LD_64/Q1,LD_65/Q1,LD_65/Q2,LD_65/Q3,LD_66/Q1,LD_68/Q1,LD_69/Q1,LD_70/Q1,LD_71/Q1,LD_73/Q1,LD_74/Q1,LD_75/Q1,LD_76/Q1,LD_76/Q2,LD_76/Q3,LD_77/Q1,LD_79/Q1,LD_80/Q1,LD_82/Q1,LD_83/Q1,LD_84/Q1,LD_85/Q1,LD_86/Q1,LD_87/Q1,LD_88/Q1,LD_90/Q1,LD_92/Q1,LD_94/Q1,LD_95/Q1,LD_96/Q1,LD_98/Q1,LD_99/Q1,LD_100/Q1,LD_102/Q1,LD_103/Q1,LD_104/Q1,LD_106/Q1,LD_107/Q1,LD_109/Q1,LD_111/Q1,LD_112/Q1,LD_113/Q1,LD_114/Q1
544,7.3205,3.5677,7.3205,3.6603,7.1354,3.6603,7.3205,3.5677,7.3205,3.6603,7.1354,3.6603,7.3205,7.1354,7.3205,7.3205,7.1354,7.3205,7.3205,3.5677,3.6603,7.3205,7.1354,7.3205,7.3205,3.5677,3.6603,3.6603,3.5677,7.3205,3.6603,3.5677,6.4055,6.4055,6.4055,12.811,12.811,12.811,6.2434,12.487,6.2434,7.3205,3.6603,7.1354,7.3205,3.6603,3.5677,3.6603,3.6603,3.5677,7.3205,7.3205,13.379,6.4055,6.4055,12.811,13.726,3.5677,7.3205,3.6603,7.1354,7.3205,7.3205,7.1354,19.216,12.811,12.811,7.3205,7.1354,7.3205,7.3205,3.5677,3.6603,7.3205,3.5677,7.3205,7.3205,7.1354,7.3205,7.3205,3.5677,3.6603,7.3205,7.1354,7.3205,3.6603,7.1354,7.3205,7.3205,7.1354,7.3205,3.6603,3.5677,7.3205,3.6603,6.151,3.0292,6.151,3.0755,6.0584,3.0755,6.151,3.0292,6.151,3.0755,6.0584,3.0755,6.151,6.0584,6.151,6.151,6.0584,6.151,6.151,3.0292,3.0755,6.151,6.0584,6.151,6.151,3.0292,3.0755,3.0755,3.0292,6.151,3.0755,3.0292,7.6887,7.6887,7.6887,15.377,15.377,15.377,7.573,15.146,6.0584,6.151,3.0755,6.0584,6.151,3.0755,3.0292,3.0755,3.0755,3.0292,6.151,6.151,10.602,7.6887,7.6887,15.377,10.764,3.0292,6.151,3.0755,6.0584,6.151,6.151,6.0584,24.604,15.377,15.377,6.151,6.0584,6.151,6.151,3.0292,3.0755,6.151,3.0292,6.151,6.151,6.0584,6.151,6.151,3.0292,3.0755,6.151,6.0584,6.151,3.0755,6.0584,6.151,6.151,6.0584,6.151,3.0755,3.0292,6.151,3.0755
545,7.3293,2.934,7.3293,3.6646,5.8681,3.6646,7.3293,2.934,7.3293,3.6646,5.8681,3.6646,7.3293,5.8681,7.3293,7.3293,5.8681,7.3293,7.3293,2.934,3.6646,7.3293,5.8681,7.3293,7.3293,2.934,3.6646,3.6646,2.934,7.3293,3.6646,2.934,6.4131,6.4131,6.4131,12.826,12.826,12.826,5.1346,10.269,5.1346,7.3293,3.6646,5.8681,7.3293,3.6646,2.934,3.6646,3.6646,2.934,7.3293,7.3293,11.003,6.4131,6.4131,12.826,13.742,2.934,7.3293,3.6646,5.8681,7.3293,7.3293,5.8681,19.239,12.826,12.826,7.3293,5.8681,7.3293,7.3293,2.934,3.6646,7.3293,2.934,7.3293,7.3293,5.8681,7.3293,7.3293,2.934,3.6646,7.3293,5.8681,7.3293,3.6646,5.8681,7.3293,7.3293,5.8681,7.3293,3.6646,2.934,7.3293,3.6646,6.1913,2.7304,6.1913,3.0957,5.4607,3.0957,6.1913,2.7304,6.1913,3.0957,5.4607,3.0957,6.1913,5.4607,6.1913,6.1913,5.4607,6.1913,6.1913,2.7304,3.0957,6.1913,5.4607,6.1913,6.1913,2.7304,3.0957,3.0957,2.7304,6.1913,3.0957,2.7304,7.7391,7.7391,7.7391,15.478,15.478,15.478,6.8259,13.652,5.4607,6.1913,3.0957,5.4607,6.1913,3.0957,2.7304,3.0957,3.0957,2.7304,6.1913,6.1913,9.5563,7.7391,7.7391,15.478,10.835,2.7304,6.1913,3.0957,5.4607,6.1913,6.1913,5.4607,24.765,15.478,15.478,6.1913,5.4607,6.1913,6.1913,2.7304,3.0957,6.1913,2.7304,6.1913,6.1913,5.4607,6.1913,6.1913,2.7304,3.0957,6.1913,5.4607,6.1913,3.0957,5.4607,6.1913,6.1913,5.4607,6.1913,3.0957,2.7304,6.1913,3.0957
546,7.338,2.8933,7.338,3.669,5.7865,3.669,7.338,2.8933,7.338,3.669,5.7865,3.669,7.338,5.7865,7.338,7.338,5.7865,7.338,7.338,2.8933,3.669,7.338,5.7865,7.338,7.338,2.8933,3.669,3.669,2.8933,7.338,3.669,2.8933,6.4207,6.4207,6.4207,12.841,12.841,12.841,5.0632,10.126,5.0632,7.338,3.669,5.7865,7.338,3.669,2.8933,3.669,3.669,2.8933,7.338,7.338,10.85,6.4207,6.4207,12.841,13.759,2.8933,7.338,3.669,5.7865,7.338,7.338,5.7865,19.262,12.841,12.841,7.338,5.7865,7.338,7.338,2.8933,3.669,7.338,2.8933,7.338,7.338,5.7865,7.338,7.338,2.8933,3.669,7.338,5.7865,7.338,3.669,5.7865,7.338,7.338,5.7865,7.338,3.669,2.8933,7.338,3.669,6.2317,2.728,6.2317,3.1158,5.4559,3.1158,6.2317,2.728,6.2317,3.1158,5.4559,3.1158,6.2317,5.4559,6.2317,6.2317,5.4559,6.2317,6.2317,2.728,3.1158,6.2317,5.4559,6.2317,6.2317,2.728,3.1158,3.1158,2.728,6.2317,3.1158,2.728,7.7896,7.7896,7.7896,15.579,15.579,15.579,6.8199,13.64,5.4559,6.2317,3.1158,5.4559,6.2317,3.1158,2.728,3.1158,3.1158,2.728,6.2317,6.2317,9.5479,7.7896,7.7896,15.579,10.905,2.728,6.2317,3.1158,5.4559,6.2317,6.2317,5.4559,24.927,15.579,15.579,6.2317,5.4559,6.2317,6.2317,2.728,3.1158,6.2317,2.728,6.2317,6.2317,5.4559,6.2317,6.2317,2.728,3.1158,6.2317,5.4559,6.2317,3.1158,5.4559,6.2317,6.2317,5.4559,6.2317,3.1158,2.728,6.2317,3.1158
547,7.0414,2.901,7.0414,3.5207,5.8021,3.5207,7.0414,2.901,7.0414,3.5207,5.8021,3.5207,7.0414,5.8021,7.0414,7.0414,5.8021,7.0414,7.0414,2.901,3.5207,7.0414,5.8021,7.0414,7.0414,2.901,3.5207,3.5207,2.901,7.0414,3.5207,2.901,6.1613,6.1613,6.1613,12.323,12.323,12.323,5.0768,10.154,5.0768,7.0414,3.5207,5.8021,7.0414,3.5207,2.901,3.5207,3.5207,2.901,7.0414,7.0414,10.879,6.1613,6.1613,12.323,13.203,2.901,7.0414,3.5207,5.8021,7.0414,7.0414,5.8021,18.484,12.323,12.323,7.0414,5.8021,7.0414,7.0414,2.901,3.5207,7.0414,2.901,7.0414,7.0414,5.8021,7.0414,7.0414,2.901,3.5207,7.0414,5.8021,7.0414,3.5207,5.8021,7.0414,7.0414,5.8021,7.0414,3.5207,2.901,7.0414,3.5207,6.1194,2.7498,6.1194,3.0597,5.4997,3.0597,6.1194,2.7498,6.1194,3.0597,5.4997,3.0597,6.1194,5.4997,6.1194,6.1194,5.4997,6.1194,6.1194,2.7498,3.0597,6.1194,5.4997,6.1194,6.1194,2.7498,3.0597,3.0597,2.7498,6.1194,3.0597,2.7498,7.6492,7.6492,7.6492,15.298,15.298,15.298,6.8746,13.749,5.4997,6.1194,3.0597,5.4997,6.1194,3.0597,2.7498,3.0597,3.0597,2.7498,6.1194,6.1194,9.6245,7.6492,7.6492,15.298,10.709,2.7498,6.1194,3.0597,5.4997,6.1194,6.1194,5.4997,24.477,15.298,15.298,6.1194,5.4997,6.1194,6.1194,2.7498,3.0597,6.1194,2.7498,6.1194,6.1194,5.4997,6.1194,6.1194,2.7498,3.0597,6.1194,5.4997,6.1194,3.0597,5.4997,6.1194,6.1194,5.4997,6.1194,3.0597,2.7498,6.1194,3.0597
548,6.8193,3.0288,6.8193,3.4097,6.0576,3.4097,6.8193,3.0288,6.8193,3.4097,6.0576,3.4097,6.8193,6.0576,6.8193,6.8193,6.0576,6.8193,6.8193,3.0288,3.4097,6.8193,6.0576,6.8193,6.8193,3.0288,3.4097,3.4097,3.0288,6.8193,3.4097,3.0288,5.9669,5.9669,5.9669,11.934,11.934,11.934,5.3004,10.601,5.3004,6.8193,3.4097,6.0576,6.8193,3.4097,3.0288,3.4097,3.4097,3.0288,6.8193,6.8193,11.358,5.9669,5.9669,11.934,12.786,3.0288,6.8193,3.4097,6.0576,6.8193,6.8193,6.0576,17.901,11.934,11.934,6.8193,6.0576,6.8193,6.8193,3.0288,3.4097,6.8193,3.0288,6.8193,6.8193,6.0576,6.8193,6.8193,3.0288,3.4097,6.8193,6.0576,6.8193,3.4097,6.0576,6.8193,6.8193,6.0576,6.8193,3.4097,3.0288,6.8193,3.4097,6.0443,2.8317,6.0443,3.0222,5.6634,3.0222,6.0443,2.8317,6.0443,3.0222,5.6634,3.0222,6.0443,5.6634,6.0443,6.0443,5.6634,6.0443,6.0443,2.8317,3.0222,6.0443,5.6634,6.0443,6.0443,2.8317,3.0222,3.0222,2.8317,6.0443,3.0222,2.8317,7.5554,7.5554,7.5554,15.111,15.111,15.111,7.0793,14.159,5.6634,6.0443,3.0222,5.6634,6.0443,3.0222,2.8317,3.0222,3.0222,2.8317,6.0443,6.0443,9.911,7.5554,7.5554,15.111,10.578,2.8317,6.0443,3.0222,5.6634,6.0443,6.0443,5.6634,24.177,15.111,15.111,6.0443,5.6634,6.0443,6.0443,2.8317,3.0222,6.0443,2.8317,6.0443,6.0443,5.6634,6.0443,6.0443,2.8317,3.0222,6.0443,5.6634,6.0443,3.0222,5.6634,6.0443,6.0443,5.6634,6.0443,3.0222,2.8317,6.0443,3.0222
549,6.8102,3.0103,6.8102,3.4051,6.0206,3.4051,6.8102,3.0103,6.8102,3.4051,6.0206,3.4051,6.8102,6.0206,6.8102,6.8102,6.0206,6.8102,6.8102,3.0103,3.4051,6.8102,6.0206,6.8102,6.8102,3.0103,3.4051,3.4051,3.0103,6.8102,3.4051,3.0103,5.9589,5.9589,5.9589,11.918,11.918,11.918,5.268,10.536,5.268,6.8102,3.4051,6.0206,6.8102,3.4051,3.0103,3.4051,3.4051,3.0103,6.8102,6.8102,11.289,5.9589,5.9589,11.918,12.769,3.0103,6.8102,3.4051,6.0206,6.8102,6.8102,6.0206,17.877,11.918,11.918,6.8102,6.0206,6.8102,6.8102,3.0103,3.4051,6.8102,3.0103,6.8102,6.8102,6.0206,6.8102,6.8102,3.0103,3.4051,6.8102,6.0206,6.8102,3.4051,6.0206,6.8102,6.8102,6.0206,6.8102,3.4051,3.0103,6.8102,3.4051,6.0757,2.8404,6.0757,3.0379,5.6809,3.0379,6.0757,2.8404,6.0757,3.0379,5.6809,3.0379,6.0757,5.6809,6.0757,6.0757,5.6809,6.0757,6.0757,2.8404,3.0379,6.0757,5.6809,6.0757,6.0757,2.8404,3.0379,3.0379,2.8404,6.0757,3.0379,2.8404,7.5946,7.5946,7.5946,15.189,15.189,15.189,7.1011,14.202,5.6809,6.0757,3.0379,5.6809,6.0757,3.0379,2.8404,3.0379,3.0379,2.8404,6.0757,6.0757,9.9416,7.5946,7.5946,15.189,10.632,2.8404,6.0757,3.0379,5.6809,6.0757,6.0757,5.6809,24.303,15.189,15.189,6.0757,5.6809,6.0757,6.0757,2.8404,3.0379,6.0757,2.8404,6.0757,6.0757,5.6809,6.0757,6.0757,2.8404,3.0379,6.0757,5.6809,6.0757,3.0379,5.6809,6.0757,6.0757,5.6809,6.0757,3.0379,2.8404,6.0757,3.0379
550,6.8247,2.9818,6.8247,3.4123,5.9636,3.4123,6.8247,2.9818,6.8247,3.4123,5.9636,3.4123,6.8247,5.9636,6.8247,6.8247,5.9636,6.8247,6.8247,2.9818,3.4123,6.8247,5.9636,6.8247,6.8247,2.9818,3.4123,3.4123,2.9818,6.8247,3.4123,2.9818,5.9716,5.9716,5.9716,11.943,11.943,11.943,5.2182,10.436,5.2182,6.8247,3.4123,5.9636,6.8247,3.4123,2.9818,3.4123,3.4123,2.9818,6.8247,6.8247,11.182,5.9716,5.9716,11.943,12.796,2.9818,6.8247,3.4123,5.9636,6.8247,6.8247,5.9636,17.915,11.943,11.943,6.8247,5.9636,6.8247,6.8247,2.9818,3.4123,6.8247,2.9818,6.8247,6.8247,5.9636,6.8247,6.8247,2.9818,3.4123,6.8247,5.9636,6.8247,3.4123,5.9636,6.8247,6.8247,5.9636,6.8247,3.4123,2.9818,6.8247,3.4123,6.1189,2.8442,6.1189,3.0595,5.6884,3.0595,6.1189,2.8442,6.1189,3.0595,5.6884,3.0595,6.1189,5.6884,6.1189,6.1189,5.6884,6.1189,6.1189,2.8442,3.0595,6.1189,5.6884,6.1189,6.1189,2.8442,3.0595,3.0595,2.8442,6.1189,3.0595,2.8442,7.6487,7.6487,7.6487,15.297,15.297,15.297,7.1105,14.221,5.6884,6.1189,3.0595,5.6884,6.1189,3.0595,2.8442,3.0595,3.0595,2.8442,6.1189,6.1189,9.9547,7.6487,7.6487,15.297,10.708,2.8442,6.1189,3.0595,5.6884,6.1189,6.1189,5.6884,24.476,15.297,15.297,6.1189,5.6884,6.1189,6.1189,2.8442,3.0595,6.1189,2.8442,6.1189,6.1189,5.6884,6.1189,6.1189,2.8442,3.0595,6.1189,5.6884,6.1189,3.0595,5.6884,6.1189,6.1189,5.6884,6.1189,3.0595,2.8442,6.1189,3.0595
551,6.6225,3.0203,6.6225,3.3112,6.0405,3.3112,6.6225,3.0203,6.6225,3.3112,6.0405,3.3112,6.6225,6.0405,6.6225,6.6225,6.0405,6.6225,6.6225,3.0203,3.3112,6.6225,6.0405,6.6225,6.6225,3.0203,3.3112,3.3112,3.0203,6.6225,3.3112,3.0203,5.7947,5.7947,5.7947,11.589,11.589,11.589,5.2854,10.571,5.2854,6.6225,3.3112,6.0405,6.6225,3.3112,3.0203,3.3112,3.3112,3.0203,6.6225,6.6225,11.326,5.7947,5.7947,11.589,12.417,3.0203,6.6225,3.3112,6.0405,6.6225,6.6225,6.0405,17.384,11.589,11.589,6.6225,6.0405,6.6225,6.6225,3.0203,3.3112,6.6225,3.0203,6.6225,6.6225,6.0405,6.6225,6.6225,3.0203,3.3112,6.6225,6.0405,6.6225,3.3112,6.0405,6.6225,6.6225,6.0405,6.6225,3.3112,3.0203,6.6225,3.3112,6.0538,2.8814,6.0538,3.0269,5.7628,3.0269,6.0538,2.8814,6.0538,3.0269,5.7628,3.0269,6.0538,5.7628,6.0538,6.0538,5.7628,6.0538,6.0538,2.8814,3.0269,6.0538,5.7628,6.0538,6.0538,2.8814,3.0269,3.0269,2.8814,6.0538,3.0269,2.8814,7.5673,7.5673,7.5673,15.135,15.135,15.135,7.2035,14.407,5.7628,6.0538,3.0269,5.7628,6.0538,3.0269,2.8814,3.0269,3.0269,2.8814,6.0538,6.0538,10.085,7.5673,7.5673,15.135,10.594,2.8814,6.0538,3.0269,5.7628,6.0538,6.0538,5.7628,24.215,15.135,15.135,6.0538,5.7628,6.0538,6.0538,2.8814,3.0269,6.0538,2.8814,6.0538,6.0538,5.7628,6.0538,6.0538,2.8814,3.0269,6.0538,5.7628,6.0538,3.0269,5.7628,6.0538,6.0538,5.7628,6.0538,3.0269,2.8814,6.0538,3.0269
552,6.5696,2.9426,6.5696,3.2848,5.8851,3.2848,6.5696,2.9426,6.5696,3.2848,5.8851,3.2848,6.5696,5.8851,6.5696,6.5696,5.8851,6.5696,6.5696,2.9426,3.2848,6.5696,5.8851,6.5696,6.5696,2.9426,3.2848,3.2848,2.9426,6.5696,3.2848,2.9426,5.7484,5.7484,5.7484,11.497,11.497,11.497,5.1495,10.299,5.1495,6.5696,3.2848,5.8851,6.5696,3.2848,2.9426,3.2848,3.2848,2.9426,6.5696,6.5696,11.035,5.7484,5.7484,11.497,12.318,2.9426,6.5696,3.2848,5.8851,6.5696,6.5696,5.8851,17.245,11.497,11.497,6.5696,5.8851,6.5696,6.5696,2.9426,3.2848,6.5696,2.9426,6.5696,6.5696,5.8851,6.5696,6.5696,2.9426,3.2848,6.5696,5.8851,6.5696,3.2848,5.8851,6.5696,6.5696,5.8851,6.5696,3.2848,2.9426,6.5696,3.2848,6.0634,2.8606,6.0634,3.0317,5.7211,3.0317,6.0634,2.8606,6.0634,3.0317,5.7211,3.0317,6.0634,5.7211,6.0634,6.0634,5.7211,6.0634,6.0634,2.8606,3.0317,6.0634,5.7211,6.0634,6.0634,2.8606,3.0317,3.0317,2.8606,6.0634,3.0317,2.8606,7.5792,7.5792,7.5792,15.158,15.158,15.158,7.1514,14.303,5.7211,6.0634,3.0317,5.7211,6.0634,3.0317,2.8606,3.0317,3.0317,2.8606,6.0634,6.0634,10.012,7.5792,7.5792,15.158,10.611,2.8606,6.0634,3.0317,5.7211,6.0634,6.0634,5.7211,24.254,15.158,15.158,6.0634,5.7211,6.0634,6.0634,2.8606,3.0317,6.0634,2.8606,6.0634,6.0634,5.7211,6.0634,6.0634,2.8606,3.0317,6.0634,5.7211,6.0634,3.0317,5.7211,6.0634,6.0634,5.7211,6.0634,3.0317,2.8606,6.0634,3.0317
553,6.5705,2.9135,6.5705,3.2852,5.8271,3.2852,6.5705,2.9135,6.5705,3.2852,5.8271,3.2852,6.5705,5.8271,6.5705,6.5705,5.8271,6.5705,6.5705,2.9135,3.2852,6.5705,5.8271,6.5705,6.5705,2.9135,3.2852,3.2852,2.9135,6.5705,3.2852,2.9135,5.7492,5.7492,5.7492,11.498,11.498,11.498,5.0987,10.197,5.0987,6.5705,3.2852,5.8271,6.5705,3.2852,2.9135,3.2852,3.2852,2.9135,6.5705,6.5705,10.926,5.7492,5.7492,11.498,12.32,2.9135,6.5705,3.2852,5.8271,6.5705,6.5705,5.8271,17.248,11.498,11.498,6.5705,5.8271,6.5705,6.5705,2.9135,3.2852,6.5705,2.9135,6.5705,6.5705,5.8271,6.5705,6.5705,2.9135,3.2852,6.5705,5.8271,6.5705,3.2852,5.8271,6.5705,6.5705,5.8271,6.5705,3.2852,2.9135,6.5705,3.2852,6.0998,2.864,6.0998,3.0499,5.7281,3.0499,6.0998,2.864,6.0998,3.0499,5.7281,3.0499,6.0998,5.7281,6.0998,6.0998,5.7281,6.0998,6.0998,2.864,3.0499,6.0998,5.7281,6.0998,6.0998,2.864,3.0499,3.0499,2.864,6.0998,3.0499,2.864,7.6247,7.6247,7.6247,15.249,15.249,15.249,7.1601,14.32,5.7281,6.0998,3.0499,5.7281,6.0998,3.0499,2.864,3.0499,3.0499,2.864,6.0998,6.0998,10.024,7.6247,7.6247,15.249,10.675,2.864,6.0998,3.0499,5.7281,6.0998,6.0998,5.7281,24.399,15.249,15.249,6.0998,5.7281,6.0998,6.0998,2.864,3.0499,6.0998,2.864,6.0998,6.0998,5.7281,6.0998,6.0998,2.864,3.0499,6.0998,5.7281,6.0998,3.0499,5.7281,6.0998,6.0998,5.7281,6.0998,3.0499,2.864,6.0998,3.0499
554,6.5713,2.8862,6.5713,3.2857,5.7723,3.2857,6.5713,2.8862,6.5713,3.2857,5.7723,3.2857,6.5713,5.7723,6.5713,6.5713,5.7723,6.5713,6.5713,2.8862,3.2857,6.5713,5.7723,6.5713,6.5713,2.8862,3.2857,3.2857,2.8862,6.5713,3.2857,2.8862,5.7499,5.7499,5.7499,11.5,11.5,11.5,5.0508,10.102,5.0508,6.5713,3.2857,5.7723,6.5713,3.2857,2.8862,3.2857,3.2857,2.8862,6.5713,6.5713,10.823,5.7499,5.7499,11.5,12.321,2.8862,6.5713,3.2857,5.7723,6.5713,6.5713,5.7723,17.25,11.5,11.5,6.5713,5.7723,6.5713,6.5713,2.8862,3.2857,6.5713,2.8862,6.5713,6.5713,5.7723,6.5713,6.5713,2.8862,3.2857,6.5713,5.7723,6.5713,3.2857,5.7723,6.5713,6.5713,5.7723,6.5713,3.2857,2.8862,6.5713,3.2857,6.1362,2.8683,6.1362,3.0681,5.7367,3.0681,6.1362,2.8683,6.1362,3.0681,5.7367,3.0681,6.1362,5.7367,6.1362,6.1362,5.7367,6.1362,6.1362,2.8683,3.0681,6.1362,5.7367,6.1362,6.1362,2.8683,3.0681,3.0681,2.8683,6.1362,3.0681,2.8683,7.6702,7.6702,7.6702,15.34,15.34,15.34,7.1709,14.342,5.7367,6.1362,3.0681,5.7367,6.1362,3.0681,2.8683,3.0681,3.0681,2.8683,6.1362,6.1362,10.039,7.6702,7.6702,15.34,10.738,2.8683,6.1362,3.0681,5.7367,6.1362,6.1362,5.7367,24.545,15.34,15.34,6.1362,5.7367,6.1362,6.1362,2.8683,3.0681,6.1362,2.8683,6.1362,6.1362,5.7367,6.1362,6.1362,2.8683,3.0681,6.1362,5.7367,6.1362,3.0681,5.7367,6.1362,6.1362,5.7367,6.1362,3.0681,2.8683,6.1362,3.0681
555,6.5722,2.8553,6.5722,3.2861,5.7106,3.2861,6.5722,2.8553,6.5722,3.2861,5.7106,3.2861,6.5722,5.7106,6.5722,6.5722,5.7106,6.5722,6.5722,2.8553,3.2861,6.5722,5.7106,6.5722,6.5722,2.8553,3.2861,3.2861,2.8553,6.5722,3.2861,2.8553,5.7506,5.7506,5.7506,11.501,11.501,11.501,4.9968,9.9936,4.9968,6.5722,3.2861,5.7106,6.5722,3.2861,2.8553,3.2861,3.2861,2.8553,6.5722,6.5722,10.707,5.7506,5.7506,11.501,12.323,2.8553,6.5722,3.2861,5.7106,6.5722,6.5722,5.7106,17.252,11.501,11.501,6.5722,5.7106,6.5722,6.5722,2.8553,3.2861,6.5722,2.8553,6.5722,6.5722,5.7106,6.5722,6.5722,2.8553,3.2861,6.5722,5.7106,6.5722,3.2861,5.7106,6.5722,6.5722,5.7106,6.5722,3.2861,2.8553,6.5722,3.2861,6.1726,2.8709,6.1726,3.0863,5.7418,3.0863,6.1726,2.8709,6.1726,3.0863,5.7418,3.0863,6.1726,5.7418,6.1726,6.1726,5.7418,6.1726,6.1726,2.8709,3.0863,6.1726,5.7418,6.1726,6.1726,2.8709,3.0863,3.0863,2.8709,6.1726,3.0863,2.8709,7.7157,7.7157,7.7157,15.431,15.431,15.431,7.1773,14.355,5.7418,6.1726,3.0863,5.7418,6.1726,3.0863,2.8709,3.0863,3.0863,2.8709,6.1726,6.1726,10.048,7.7157,7.7157,15.431,10.802,2.8709,6.1726,3.0863,5.7418,6.1726,6.1726,5.7418,24.69,15.431,15.431,6.1726,5.7418,6.1726,6.1726,2.8709,3.0863,6.1726,2.8709,6.1726,6.1726,5.7418,6.1726,6.1726,2.8709,3.0863,6.1726,5.7418,6.1726,3.0863,5.7418,6.1726,6.1726,5.7418,6.1726,3.0863,2.8709,6.1726,3.0863
556,6.573,2.8841,6.573,3.2865,5.7681,3.2865,6.573,2.8841,6.573,3.2865,5.7681,3.2865,6.573,5.7681,6.573,6.573,5.7681,6.573,6.573,2.8841,3.2865,6.573,5.7681,6.573,6.573,2.8841,3.2865,3.2865,2.8841,6.573,3.2865,2.8841,5.7514,5.7514,5.7514,11.503,11.503,11.503,5.0471,10.094,5.0471,6.573,3.2865,5.7681,6.573,3.2865,2.8841,3.2865,3.2865,2.8841,6.573,6.573,10.815,5.7514,5.7514,11.503,12.324,2.8841,6.573,3.2865,5.7681,6.573,6.573,5.7681,17.254,11.503,11.503,6.573,5.7681,6.573,6.573,2.8841,3.2865,6.573,2.8841,6.573,6.573,5.7681,6.573,6.573,2.8841,3.2865,6.573,5.7681,6.573,3.2865,5.7681,6.573,6.573,5.7681,6.573,3.2865,2.8841,6.573,3.2865,6.209,2.9033,6.209,3.1045,5.8065,3.1045,6.209,2.9033,6.209,3.1045,5.8065,3.1045,6.209,5.8065,6.209,6.209,5.8065,6.209,6.209,2.9033,3.1045,6.209,5.8065,6.209,6.209,2.9033,3.1045,3.1045,2.9033,6.209,3.1045,2.9033,7.7612,7.7612,7.7612,15.522,15.522,15.522,7.2582,14.516,5.8065,6.209,3.1045,5.8065,6.209,3.1045,2.9033,3.1045,3.1045,2.9033,6.209,6.209,10.161,7.7612,7.7612,15.522,10.866,2.9033,6.209,3.1045,5.8065,6.209,6.209,5.8065,24.836,15.522,15.522,6.209,5.8065,6.209,6.209,2.9033,3.1045,6.209,2.9033,6.209,6.209,5.8065,6.209,6.209,2.9033,3.1045,6.209,5.8065,6.209,3.1045,5.8065,6.209,6.209,5.8065,6.209,3.1045,2.9033,6.209,3.1045
